tau_hat,age,female,post,age_sq,educ_0,educ_1,educ_2,educ_3
-0.35948650510640956,40.0,0.0,1,1600.0,1,0,0,0
-0.24033804914811663,31.5,0.0,0,992.25,1,0,0,0
0.15301205337179022,49.5,0.0,1,2450.25,1,0,0,0
-0.19884141910479428,27.0,0.0,1,729.0,1,0,0,0
-0.697740338923678,27.5,0.0,0,756.25,0,1,0,0
-0.3177236972993103,55.0,0.0,1,3025.0,1,0,0,0
-0.560187988749623,39.5,0.0,1,1560.25,0,0,1,0
-0.09306881933887134,62.0,0.0,0,3844.0,0,0,1,0
-0.2960946123626726,49.0,0.0,0,2401.0,0,1,0,0
-0.2879653505594242,32.0,0.0,1,1024.0,1,0,0,0
-0.4974415356454792,29.5,0.0,1,870.25,0,0,1,0
-0.4366081011923864,37.0,0.0,0,1369.0,1,0,0,0
-0.5985087625734793,62.5,0.0,0,3906.25,1,0,0,0
-0.05617489493807516,50.0,0.0,0,2500.0,0,1,0,0
-0.19884141910479428,27.0,0.0,1,729.0,1,0,0,0
-0.3762231956737573,64.0,0.0,1,4096.0,0,1,0,0
-0.6996959996645142,29.5,0.0,0,870.25,1,0,0,0
-0.47141835627608025,54.5,0.0,0,2970.25,1,0,0,0
-0.2785076826285461,34.5,0.0,0,1190.25,1,0,0,0
-0.30959571360073324,50.0,0.0,0,2500.0,1,0,0,0
-0.30103116986328626,38.5,0.0,1,1482.25,1,0,0,0
-0.3188154151979915,43.0,0.0,1,1849.0,0,0,1,0
-0.3108810718420685,24.0,0.0,1,576.0,0,1,0,0
-0.22818329983732275,54.5,0.0,1,2970.25,0,1,0,0
-0.20498794076804736,48.0,0.0,1,2304.0,0,1,0,0
-0.5144180197999457,35.0,0.0,0,1225.0,0,1,0,0
-0.27500816860768623,49.0,0.0,0,2401.0,1,0,0,0
-0.24280709854142313,26.5,0.0,1,702.25,1,0,0,0
-0.47931687210928847,35.5,0.0,1,1260.25,1,0,0,0
-0.5665881611605488,30.5,0.0,0,930.25,0,1,0,0
-0.4270639259559633,37.5,0.0,1,1406.25,1,0,0,0
0.15406976845632972,21.5,0.0,0,462.25,0,1,0,0
-0.40378557908122503,47.0,0.0,0,2209.0,0,1,0,0
-0.23098550651223632,64.0,0.0,1,4096.0,1,0,0,0
-0.1856947092719589,42.0,0.0,1,1764.0,0,1,0,0
-0.10208172969750466,29.5,0.0,1,870.25,1,0,0,0
-0.5545228093063232,58.5,0.0,0,3422.25,1,0,0,0
-0.30759474957058597,26.0,0.0,1,676.0,0,1,0,0
-0.040897225959828275,61.5,0.0,1,3782.25,1,0,0,0
-0.10208172969750466,29.5,0.0,1,870.25,1,0,0,0
-0.2239216605454668,50.0,0.0,0,2500.0,0,0,1,0
-0.13908101481993387,63.5,0.0,1,4032.25,1,0,0,0
-0.28790055500587314,35.5,0.0,0,1260.25,1,0,0,0
-0.38885902674730455,32.5,0.0,1,1056.25,0,1,0,0
-0.36998240095581647,43.0,0.0,1,1849.0,0,1,0,0
0.07741915707799549,45.5,0.0,1,2070.25,1,0,0,0
-0.1990565595662287,27.5,0.0,1,756.25,1,0,0,0
-0.3398132157564946,36.5,0.0,0,1332.25,1,0,0,0
-0.3174243392803859,30.5,0.0,0,930.25,1,0,0,0
-0.20255098102022734,24.5,0.0,1,600.25,1,0,0,0
-0.464415444498796,35.5,0.0,0,1260.25,0,1,0,0
-0.430692864367313,26.0,0.0,0,676.0,0,1,0,0
-0.30759474957058597,26.0,0.0,1,676.0,0,1,0,0
-0.44553977161824293,51.5,0.0,1,2652.25,0,1,0,0
-0.3973622284189354,21.0,0.0,1,441.0,1,0,0,0
-0.058819230030246854,20.5,0.0,0,420.25,0,1,0,0
-0.4270639259559633,37.5,0.0,1,1406.25,1,0,0,0
-0.2229677641278017,32.5,0.0,0,1056.25,1,0,0,0
-0.30798118724745127,56.0,0.0,1,3136.0,1,0,0,0
-0.2608372608932513,32.5,0.0,1,1056.25,1,0,0,0
-0.2563197793656818,53.5,0.0,0,2862.25,0,1,0,0
-0.1529142723609156,43.5,0.0,0,1892.25,1,0,0,0
-0.4520599534128702,41.0,0.0,0,1681.0,0,0,1,0
-0.04826380818401954,62.0,0.0,1,3844.0,0,1,0,0
-0.2157222643829024,58.5,0.0,0,3422.25,0,1,0,0
-0.5168298913300747,59.0,0.0,1,3481.0,1,0,0,0
-0.06912903155455258,41.5,0.0,1,1722.25,0,1,0,0
-0.01589754312284403,53.0,0.0,1,2809.0,1,0,0,0
-0.5199663142138878,34.5,0.0,1,1190.25,0,1,0,0
0.07741915707799549,45.5,0.0,1,2070.25,1,0,0,0
-0.10932323886555188,33.0,0.0,0,1089.0,1,0,0,0
-0.2785076826285461,34.5,0.0,0,1190.25,1,0,0,0
-0.18766444382315947,24.5,0.0,0,600.25,1,0,0,0
0.0689127666124666,61.5,0.0,0,3782.25,1,0,0,0
-0.4400811782859812,38.0,0.0,1,1444.0,1,0,0,0
-0.7399318146659396,33.5,0.0,0,1122.25,0,0,1,0
0.28894441230963425,29.0,0.0,1,841.0,1,0,0,0
-0.20255098102022734,24.5,0.0,1,600.25,1,0,0,0
-0.10208172969750466,29.5,0.0,1,870.25,1,0,0,0
-0.464415444498796,35.5,0.0,0,1260.25,0,1,0,0
-0.12361399174633897,42.0,0.0,1,1764.0,1,0,0,0
-0.24612372758622875,30.0,0.0,1,900.0,1,0,0,0
-0.3952167043057769,56.5,0.0,1,3192.25,1,0,0,0
-0.2156158933157108,42.5,0.0,0,1806.25,1,0,0,0
0.0689127666124666,61.5,0.0,0,3782.25,1,0,0,0
-0.2785076826285461,34.5,0.0,0,1190.25,1,0,0,0
-0.6437182661583775,27.0,0.0,0,729.0,0,1,0,0
-0.44853332366983917,22.5,0.0,1,506.25,1,0,0,0
-0.2156158933157108,42.5,0.0,0,1806.25,1,0,0,0
-0.06040845452720605,26.0,0.0,0,676.0,1,0,0,0
-0.4340560775106247,46.5,0.0,0,2162.25,0,1,0,0
-0.16750309153374102,48.5,0.0,1,2352.25,0,1,0,0
-0.32069541270841373,33.0,0.0,1,1089.0,1,0,0,0
-0.31067630467538465,47.5,0.0,0,2256.25,1,0,0,0
-0.4234178712939249,52.0,0.0,0,2704.0,1,0,0,0
-0.35948650510640956,40.0,0.0,1,1600.0,1,0,0,0
-0.30987893043235515,54.0,0.0,0,2916.0,1,0,0,0
-0.2882898584202641,31.0,0.0,0,961.0,1,0,0,0
-0.5924219524675306,20.0,0.0,1,400.0,1,0,0,0
-0.3308681164613334,47.0,0.0,0,2209.0,1,0,0,0
-0.24280709854142313,26.5,0.0,1,702.25,1,0,0,0
-0.29528139534731523,25.0,0.0,0,625.0,0,1,0,0
0.15301205337179022,49.5,0.0,1,2450.25,1,0,0,0
-0.2536933492870605,36.0,0.0,0,1296.0,1,0,0,0
-0.6630689788098577,33.5,0.0,0,1122.25,0,1,0,0
-0.3549458562239126,39.0,0.0,0,1521.0,1,0,0,0
-0.08053650941452986,28.5,0.0,1,812.25,0,1,0,0
-0.5199663142138878,34.5,0.0,1,1190.25,0,1,0,0
-0.31274021021944537,51.5,0.0,1,2652.25,1,0,0,0
0.15301205337179022,49.5,0.0,1,2450.25,1,0,0,0
-0.2569458151240044,52.0,0.0,0,2704.0,0,1,0,0
-0.4449671075952035,19.5,0.0,1,380.25,0,1,0,0
-0.20677936375367006,46.0,0.0,1,2116.0,1,0,0,0
-0.48647985843052016,58.5,0.0,1,3422.25,1,0,0,0
-0.3318539615432188,21.0,0.0,0,441.0,1,0,0,0
-0.3297146821602085,25.0,0.0,0,625.0,1,0,0,0
-0.3475775095086501,28.0,0.0,0,784.0,1,0,0,0
-0.28790055500587314,35.5,0.0,0,1260.25,1,0,0,0
-0.4520599534128702,41.0,0.0,0,1681.0,0,0,1,0
-0.29361538583841423,40.0,0.0,0,1600.0,1,0,0,0
-0.4400811782859812,38.0,0.0,1,1444.0,1,0,0,0
-0.4428892243630225,38.0,0.0,0,1444.0,0,1,0,0
-0.12361399174633897,42.0,0.0,1,1764.0,1,0,0,0
-0.16339444433314054,46.5,0.0,1,2162.25,1,0,0,0
-0.16082298301248943,23.5,0.0,1,552.25,1,0,0,0
-0.040897225959828275,61.5,0.0,1,3782.25,1,0,0,0
-0.2205042844195577,38.0,0.0,1,1444.0,0,1,0,0
-0.2205042844195577,38.0,0.0,1,1444.0,0,1,0,0
-0.31274021021944537,51.5,0.0,1,2652.25,1,0,0,0
-0.2675058787681359,40.5,0.0,1,1640.25,1,0,0,0
-0.2664928798226669,43.5,0.0,1,1892.25,0,1,0,0
-0.16339444433314054,46.5,0.0,1,2162.25,1,0,0,0
-0.44629929001595925,40.0,0.0,0,1600.0,0,1,0,0
0.10722401626042376,40.5,0.0,1,1640.25,0,1,0,0
-0.5494937128065217,59.0,0.0,0,3481.0,1,0,0,0
-0.3737453548685846,44.0,0.0,1,1936.0,0,1,0,0
-0.17322135199946567,25.5,0.0,1,650.25,1,0,0,0
-0.2960946123626726,49.0,0.0,0,2401.0,0,1,0,0
-0.8608721794650579,36.5,0.0,1,1332.25,0,1,0,0
-0.13126339716282517,49.0,0.0,1,2401.0,1,0,0,0
-0.23604840974258745,63.5,0.0,1,4032.25,0,0,1,0
-0.5417037353956313,41.5,0.0,0,1722.25,0,1,0,0
-0.3781867396350682,38.0,0.0,0,1444.0,1,0,0,0
-0.42125045606316147,38.5,0.0,0,1482.25,0,1,0,0
-0.4433305043741401,45.0,0.0,0,2025.0,0,1,0,0
-0.3362993192004376,37.5,0.0,0,1406.25,0,1,0,0
-0.29361538583841423,40.0,0.0,0,1600.0,1,0,0,0
-0.32069541270841373,33.0,0.0,1,1089.0,1,0,0,0
-0.2751543022443136,51.0,0.0,1,2601.0,0,1,0,0
-0.48647985843052016,58.5,0.0,1,3422.25,1,0,0,0
-0.19732758413520532,53.5,0.0,1,2862.25,0,1,0,0
-0.4708346760388278,37.0,0.0,1,1369.0,1,0,0,0
-0.31568219145315685,55.5,0.0,1,3080.25,1,0,0,0
-0.01589754312284403,53.0,0.0,1,2809.0,1,0,0,0
-0.23140785560744012,25.5,0.0,0,650.25,1,0,0,0
-0.16750309153374102,48.5,0.0,1,2352.25,0,1,0,0
0.006571299593525782,59.5,0.0,1,3540.25,1,0,0,0
-0.46207154832340985,52.0,0.0,0,2704.0,0,0,1,0
-0.11873911683261272,53.5,0.0,1,2862.25,1,0,0,0
-0.12160737942942923,48.5,0.0,1,2352.25,1,0,0,0
-0.3781867396350682,38.0,0.0,0,1444.0,1,0,0,0
-1.5953468273885654,18.0,0.0,0,324.0,0,0,1,0
-0.08153080708827315,61.0,0.0,0,3721.0,1,0,0,0
-0.6624558626868908,26.0,0.0,0,676.0,0,0,1,0
0.2992423464949232,45.5,0.0,1,2070.25,0,0,1,0
-0.5637941503189006,32.0,0.0,0,1024.0,0,0,1,0
-0.040897225959828275,61.5,0.0,1,3782.25,1,0,0,0
-0.3161130421712709,41.5,0.0,0,1722.25,0,0,1,0
-0.2205042844195577,38.0,0.0,1,1444.0,0,1,0,0
-0.2520825045772778,26.0,0.0,1,676.0,1,0,0,0
-0.3377881738984913,56.5,0.0,1,3192.25,0,1,0,0
-0.45253928727976744,53.5,0.0,0,2862.25,1,0,0,0
-0.40044322339646743,34.5,0.0,1,1190.25,1,0,0,0
-0.29926984194448714,34.0,0.0,0,1156.0,1,0,0,0
-0.11238614199097557,60.0,0.0,1,3600.0,1,0,0,0
-0.13554395344468437,30.5,0.0,1,930.25,1,0,0,0
-0.40904380732328305,57.0,0.0,0,3249.0,1,0,0,0
-0.2062039029206148,42.5,0.0,1,1806.25,0,1,0,0
-0.5861160135390597,35.5,0.0,1,1260.25,0,1,0,0
-0.440858645433186,25.5,0.0,0,650.25,0,1,0,0
-0.4588492975744693,43.0,0.0,0,1849.0,0,1,0,0
-0.5346647859939314,24.0,0.0,0,576.0,0,0,1,0
0.017733976677938426,48.5,0.0,1,2352.25,0,0,1,0
-0.4400811782859812,38.0,0.0,1,1444.0,1,0,0,0
-0.6206253627203144,30.0,0.0,0,900.0,0,1,0,0
-0.13805237240395232,44.5,0.0,1,1980.25,1,0,0,0
-0.3855262266788026,23.0,0.0,0,529.0,1,0,0,0
-0.2629633789089941,27.5,0.0,1,756.25,0,1,0,0
-0.20498794076804736,48.0,0.0,1,2304.0,0,1,0,0
-0.430692864367313,26.0,0.0,0,676.0,0,1,0,0
-0.4509259411917253,52.0,0.0,1,2704.0,1,0,0,0
-0.2882898584202641,31.0,0.0,0,961.0,1,0,0,0
-0.3297146821602085,25.0,0.0,0,625.0,1,0,0,0
-0.1529142723609156,43.5,0.0,0,1892.25,1,0,0,0
-0.23140785560744012,25.5,0.0,0,650.25,1,0,0,0
0.17706620510747667,50.0,0.0,1,2500.0,0,1,0,0
-0.44506369728934614,34.5,0.0,1,1190.25,0,0,1,0
-0.4366081011923864,37.0,0.0,0,1369.0,1,0,0,0
-0.5513075032131781,32.5,0.0,0,1056.25,0,0,1,0
-0.5027836974143567,63.5,0.0,0,4032.25,1,0,0,0
-0.59582040312664,39.5,0.0,1,1560.25,1,0,0,0
-0.29361538583841423,40.0,0.0,0,1600.0,1,0,0,0
-0.464415444498796,35.5,0.0,0,1260.25,0,1,0,0
-0.6996959996645142,29.5,0.0,0,870.25,1,0,0,0
-0.0877073577266758,28.0,0.0,1,784.0,1,0,0,0
-0.2675058787681359,40.5,0.0,1,1640.25,1,0,0,0
-0.18255604041591156,42.5,0.0,1,1806.25,1,0,0,0
-0.48647985843052016,58.5,0.0,1,3422.25,1,0,0,0
-0.24809531987793287,39.0,0.0,1,1521.0,0,1,0,0
-0.9019759018336854,64.5,0.0,0,4160.25,1,0,0,0
-0.08053650941452986,28.5,0.0,1,812.25,0,1,0,0
-0.6180425874123089,30.0,0.0,1,900.0,0,1,0,0
-0.18255604041591156,42.5,0.0,1,1806.25,1,0,0,0
-0.06635910893483285,47.0,0.0,1,2209.0,1,0,0,0
-0.19414850766914807,50.5,0.0,1,2550.25,1,0,0,0
-0.47931687210928847,35.5,0.0,1,1260.25,1,0,0,0
-0.3996102182139938,40.0,0.0,0,1600.0,0,0,1,0
-0.4673163204549078,50.5,0.0,0,2550.25,1,0,0,0
-0.10208172969750466,29.5,0.0,1,870.25,1,0,0,0
-0.17322135199946567,25.5,0.0,1,650.25,1,0,0,0
-0.5102205142339636,38.0,0.0,0,1444.0,0,0,1,0
-0.3174243392803859,30.5,0.0,0,930.25,1,0,0,0
-0.4428892243630225,38.0,0.0,0,1444.0,0,1,0,0
-0.6449470158861876,63.0,0.0,0,3969.0,1,0,0,0
-0.2675058787681359,40.5,0.0,1,1640.25,1,0,0,0
-0.11155374505034987,60.5,0.0,1,3660.25,1,0,0,0
-0.28790055500587314,35.5,0.0,0,1260.25,1,0,0,0
-0.3297146821602085,25.0,0.0,0,625.0,1,0,0,0
-0.06016657725046988,50.0,0.0,1,2500.0,1,0,0,0
-0.5665881611605488,30.5,0.0,0,930.25,0,1,0,0
-0.627618121605088,34.0,0.0,1,1156.0,1,0,0,0
-0.18115593464939875,39.5,0.0,0,1560.25,0,0,1,0
-0.627618121605088,34.0,0.0,1,1156.0,1,0,0,0
-0.11155374505034987,60.5,0.0,1,3660.25,1,0,0,0
-0.30987893043235515,54.0,0.0,0,2916.0,1,0,0,0
-0.24605428429943801,44.0,0.0,1,1936.0,1,0,0,0
-0.3691315904567372,37.0,0.0,0,1369.0,0,1,0,0
0.02596097901212713,59.0,0.0,1,3481.0,0,0,1,0
-0.47931687210928847,35.5,0.0,1,1260.25,1,0,0,0
-0.04628142187192782,47.5,0.0,1,2256.25,0,1,0,0
-0.2764081171654167,52.5,0.0,0,2756.25,1,0,0,0
-0.5985087625734793,62.5,0.0,0,3906.25,1,0,0,0
-0.13126339716282517,49.0,0.0,1,2401.0,1,0,0,0
-0.261303615571407,31.5,0.0,1,992.25,1,0,0,0
-0.07769415695900718,61.0,0.0,1,3721.0,0,0,1,0
-0.27500816860768623,49.0,0.0,0,2401.0,1,0,0,0
-0.32069541270841373,33.0,0.0,1,1089.0,1,0,0,0
-0.17034760771936722,38.5,0.0,0,1482.25,1,0,0,0
0.15301205337179022,49.5,0.0,1,2450.25,1,0,0,0
-0.4146148552230798,54.5,0.0,0,2970.25,0,0,1,0
-0.5994151369627907,29.0,0.0,0,841.0,1,0,0,0
-0.4234178712939249,52.0,0.0,0,2704.0,1,0,0,0
-0.12361399174633897,42.0,0.0,1,1764.0,1,0,0,0
-0.36997382019529484,41.0,0.0,1,1681.0,1,0,0,0
-0.7526284582034795,33.5,0.0,1,1122.25,1,0,0,0
-0.23140785560744012,25.5,0.0,0,650.25,1,0,0,0
-0.24439323339358016,23.5,0.0,0,552.25,1,0,0,0
-0.32069541270841373,33.0,0.0,1,1089.0,1,0,0,0
-0.5312991196259439,33.0,0.0,1,1089.0,0,1,0,0
-0.2879653505594242,32.0,0.0,1,1024.0,1,0,0,0
-0.20498794076804736,48.0,0.0,1,2304.0,0,1,0,0
-0.42125045606316147,38.5,0.0,0,1482.25,0,1,0,0
-0.2555102712281111,57.0,0.0,1,3249.0,0,1,0,0
-0.2879653505594242,32.0,0.0,1,1024.0,1,0,0,0
-0.2287188198418474,24.0,0.0,1,576.0,1,0,0,0
-0.437876331143305,46.0,0.0,0,2116.0,0,1,0,0
-0.45687693874287616,29.5,0.0,1,870.25,0,1,0,0
-0.3973622284189354,21.0,0.0,1,441.0,1,0,0,0
-0.47931687210928847,35.5,0.0,1,1260.25,1,0,0,0
-0.2207302915838369,59.0,0.0,0,3481.0,0,1,0,0
-0.4597111015437853,57.0,0.0,1,3249.0,1,0,0,0
-0.25028857161850526,22.0,0.0,1,484.0,1,0,0,0
-0.2229677641278017,32.5,0.0,0,1056.25,1,0,0,0
-0.4706013219508885,37.0,0.0,0,1369.0,0,0,1,0
-0.24605428429943801,44.0,0.0,1,1936.0,1,0,0,0
-0.029846291505751136,52.5,0.0,1,2756.25,1,0,0,0
-0.35948650510640956,40.0,0.0,1,1600.0,1,0,0,0
0.15301205337179022,49.5,0.0,1,2450.25,1,0,0,0
-0.1436850676928662,41.0,0.0,1,1681.0,0,1,0,0
-0.13554395344468437,30.5,0.0,1,930.25,1,0,0,0
-0.22818329983732275,54.5,0.0,1,2970.25,0,1,0,0
-0.396546069958833,45.5,0.0,0,2070.25,1,0,0,0
-0.2595432173345998,42.5,0.0,0,1806.25,0,0,1,0
-0.31274021021944537,51.5,0.0,1,2652.25,1,0,0,0
-0.40378557908122503,47.0,0.0,0,2209.0,0,1,0,0
-0.13805237240395232,44.5,0.0,1,1980.25,1,0,0,0
-0.11238614199097557,60.0,0.0,1,3600.0,1,0,0,0
-0.2764081171654167,52.5,0.0,0,2756.25,1,0,0,0
-0.35948650510640956,40.0,0.0,1,1600.0,1,0,0,0
0.11035029856024368,21.0,0.0,0,441.0,0,1,0,0
-0.2608372608932513,32.5,0.0,1,1056.25,1,0,0,0
-0.3699365382773383,58.0,0.0,0,3364.0,0,0,1,0
-0.3072047909354159,41.5,0.0,0,1722.25,1,0,0,0
-0.04628142187192782,47.5,0.0,1,2256.25,0,1,0,0
-0.08153080708827315,61.0,0.0,0,3721.0,1,0,0,0
-0.40044322339646743,34.5,0.0,1,1190.25,1,0,0,0
-0.35567001900502765,21.5,0.0,1,462.25,1,0,0,0
-0.10447091554961621,35.0,0.0,0,1225.0,1,0,0,0
-0.3072047909354159,41.5,0.0,0,1722.25,1,0,0,0
-0.9122186444717337,36.5,0.0,1,1332.25,1,0,0,0
-0.2156158933157108,42.5,0.0,0,1806.25,1,0,0,0
-0.2511667318596777,23.5,0.0,1,552.25,0,0,1,0
-0.20255098102022734,24.5,0.0,1,600.25,1,0,0,0
-0.40378557908122503,47.0,0.0,0,2209.0,0,1,0,0
-0.3736454394472903,32.5,0.0,1,1056.25,0,0,0,0
-0.30759474957058597,26.0,0.0,1,676.0,0,1,0,0
-0.38884922289958385,41.0,0.0,0,1681.0,1,0,0,0
-0.31274021021944537,51.5,0.0,1,2652.25,1,0,0,0
-0.3429204432712425,39.5,0.0,0,1560.25,1,0,0,0
-0.3975188459302096,23.0,0.0,1,529.0,1,0,0,0
-0.513819689883576,42.0,0.0,0,1764.0,0,1,0,0
-0.06506206020041543,47.5,0.0,1,2256.25,1,0,0,0
-0.35948650510640956,40.0,0.0,1,1600.0,1,0,0,0
-0.12310183436450325,59.0,0.0,1,3481.0,0,1,0,0
-0.36997382019529484,41.0,0.0,1,1681.0,1,0,0,0
-0.5409244578706056,64.5,0.0,0,4160.25,0,1,0,0
-0.5000912316960597,30.0,0.0,0,900.0,1,0,0,0
0.04935473898024951,22.0,0.0,0,484.0,0,1,0,0
-0.029846291505751136,52.5,0.0,1,2756.25,1,0,0,0
-0.05580802760158094,27.5,0.0,1,756.25,0,0,1,0
-0.28790055500587314,35.5,0.0,0,1260.25,1,0,0,0
-0.2563197793656818,53.5,0.0,0,2862.25,0,1,0,0
-0.4673163204549078,50.5,0.0,0,2550.25,1,0,0,0
-0.03696565850515923,40.0,0.0,1,1600.0,0,1,0,0
-0.24605428429943801,44.0,0.0,1,1936.0,1,0,0,0
-0.31568219145315685,55.5,0.0,1,3080.25,1,0,0,0
-0.16339444433314054,46.5,0.0,1,2162.25,1,0,0,0
-0.7526284582034795,33.5,0.0,1,1122.25,1,0,0,0
-0.3013224507107176,55.0,0.0,1,3025.0,0,1,0,0
-0.2764081171654167,52.5,0.0,0,2756.25,1,0,0,0
-0.2785076826285461,34.5,0.0,0,1190.25,1,0,0,0
-0.13126339716282517,49.0,0.0,1,2401.0,1,0,0,0
-0.2721698988802817,39.5,0.0,0,1560.25,0,1,0,0
-0.13805237240395232,44.5,0.0,1,1980.25,1,0,0,0
-0.20255098102022734,24.5,0.0,1,600.25,1,0,0,0
-0.045640590853105414,28.0,0.0,1,784.0,0,0,1,0
-0.4974415356454792,29.5,0.0,1,870.25,0,0,1,0
-0.1664007260813355,49.0,0.0,1,2401.0,0,1,0,0
-0.10932323886555188,33.0,0.0,0,1089.0,1,0,0,0
-0.59582040312664,39.5,0.0,1,1560.25,1,0,0,0
-0.32069541270841373,33.0,0.0,1,1089.0,1,0,0,0
-0.5144180197999457,35.0,0.0,0,1225.0,0,1,0,0
-0.6091070263721813,30.0,0.0,0,900.0,0,0,1,0
-0.41834880065673574,45.0,0.0,0,2025.0,1,0,0,0
-0.06912903155455258,41.5,0.0,1,1722.25,0,1,0,0
-0.3222317826830234,57.5,0.0,1,3306.25,1,0,0,0
-0.4433305043741401,45.0,0.0,0,2025.0,0,1,0,0
-0.17322135199946567,25.5,0.0,1,650.25,1,0,0,0
-0.4294449782070188,46.0,0.0,0,2116.0,1,0,0,0
-0.33198101613426306,54.5,0.0,1,2970.25,1,0,0,0
-0.33198101613426306,54.5,0.0,1,2970.25,1,0,0,0
-0.16339444433314054,46.5,0.0,1,2162.25,1,0,0,0
-0.05580802760158094,27.5,0.0,1,756.25,0,0,1,0
-0.5494937128065217,59.0,0.0,0,3481.0,1,0,0,0
-0.7526284582034795,33.5,0.0,1,1122.25,1,0,0,0
-0.24605428429943801,44.0,0.0,1,1936.0,1,0,0,0
-0.5168298913300747,59.0,0.0,1,3481.0,1,0,0,0
0.17706620510747667,50.0,0.0,1,2500.0,0,1,0,0
-0.4294449782070188,46.0,0.0,0,2116.0,1,0,0,0
-0.4520599534128702,41.0,0.0,0,1681.0,0,0,1,0
-0.12361399174633897,42.0,0.0,1,1764.0,1,0,0,0
-0.15075907005746597,46.5,0.0,1,2162.25,0,1,0,0
-0.560187988749623,39.5,0.0,1,1560.25,0,0,1,0
-0.35948650510640956,40.0,0.0,1,1600.0,1,0,0,0
-0.16082298301248943,23.5,0.0,1,552.25,1,0,0,0
-0.25028857161850526,22.0,0.0,1,484.0,1,0,0,0
-0.13872203720171278,31.0,0.0,1,961.0,1,0,0,0
-0.44816563258917713,45.5,0.0,0,2070.25,0,1,0,0
-0.3045533624005625,45.0,0.0,1,2025.0,0,1,0,0
-0.28703866616792784,27.0,0.0,1,729.0,0,1,0,0
-0.4270639259559633,37.5,0.0,1,1406.25,1,0,0,0
-0.4377727520273621,46.5,0.0,0,2162.25,1,0,0,0
-0.31580771196637736,21.0,0.0,1,441.0,0,0,1,0
-0.5000912316960597,30.0,0.0,0,900.0,1,0,0,0
0.0037244870439176797,28.5,0.0,1,812.25,1,0,0,0
-0.23221701784933985,53.0,0.0,0,2809.0,0,1,0,0
-0.33198101613426306,54.5,0.0,1,2970.25,1,0,0,0
-0.627618121605088,34.0,0.0,1,1156.0,1,0,0,0
-0.3072047909354159,41.5,0.0,0,1722.25,1,0,0,0
-0.1598046582515647,39.0,0.0,1,1521.0,1,0,0,0
-0.24033804914811663,31.5,0.0,0,992.25,1,0,0,0
-0.6437182661583775,27.0,0.0,0,729.0,0,1,0,0
-0.3737453548685846,44.0,0.0,1,1936.0,0,1,0,0
-0.32069541270841373,33.0,0.0,1,1089.0,1,0,0,0
-0.06635910893483285,47.0,0.0,1,2209.0,1,0,0,0
-0.2560644057422908,42.0,0.0,0,1764.0,1,0,0,0
-0.4172621391926746,44.5,0.0,1,1980.25,0,1,0,0
0.0037244870439176797,28.5,0.0,1,812.25,1,0,0,0
-0.058819230030246854,20.5,0.0,0,420.25,0,1,0,0
-0.06040845452720605,26.0,0.0,0,676.0,1,0,0,0
-0.21487945887973953,37.5,0.0,1,1406.25,0,1,0,0
-0.0785134354928377,62.0,0.0,1,3844.0,1,0,0,0
-0.9019759018336854,64.5,0.0,0,4160.25,1,0,0,0
-0.261303615571407,31.5,0.0,1,992.25,1,0,0,0
-0.1664007260813355,49.0,0.0,1,2401.0,0,1,0,0
-0.7246368553036742,33.5,0.0,1,1122.25,0,1,0,0
-0.5545228093063232,58.5,0.0,0,3422.25,1,0,0,0
-0.39330194690930825,48.0,0.0,0,2304.0,0,1,0,0
-0.2608372608932513,32.5,0.0,1,1056.25,1,0,0,0
-0.48421929781593603,44.0,0.0,0,1936.0,0,0,1,0
-0.3731468890039297,55.5,0.0,0,3080.25,0,1,0,0
-0.24612372758622875,30.0,0.0,1,900.0,1,0,0,0
-0.09591973645478988,45.5,0.0,1,2070.25,0,1,0,0
-0.32069541270841373,33.0,0.0,1,1089.0,1,0,0,0
-0.21487945887973953,37.5,0.0,1,1406.25,0,1,0,0
-0.7526284582034795,33.5,0.0,1,1122.25,1,0,0,0
-0.2751543022443136,51.0,0.0,1,2601.0,0,1,0,0
-0.07760682562300013,27.0,0.0,1,729.0,0,0,1,0
-0.3996102182139938,40.0,0.0,0,1600.0,0,0,1,0
-0.41834880065673574,45.0,0.0,0,2025.0,1,0,0,0
-0.24809531987793287,39.0,0.0,1,1521.0,0,1,0,0
-0.27223588815460104,60.0,0.0,0,3600.0,0,1,0,0
-0.2062039029206148,42.5,0.0,1,1806.25,0,1,0,0
-0.396546069958833,45.5,0.0,0,2070.25,1,0,0,0
-0.29361538583841423,40.0,0.0,0,1600.0,1,0,0,0
-0.24210603030843036,25.0,0.0,1,625.0,1,0,0,0
-0.18255604041591156,42.5,0.0,1,1806.25,1,0,0,0
-0.10942300756374396,61.0,0.0,1,3721.0,1,0,0,0
-0.31727530884579724,57.5,0.0,0,3306.25,1,0,0,0
-0.47931687210928847,35.5,0.0,1,1260.25,1,0,0,0
-0.29361538583841423,40.0,0.0,0,1600.0,1,0,0,0
-0.4509259411917253,52.0,0.0,1,2704.0,1,0,0,0
-0.4980350444277574,43.5,0.0,0,1892.25,0,0,1,0
-0.5924219524675306,20.0,0.0,1,400.0,1,0,0,0
-0.3362993192004376,37.5,0.0,0,1406.25,0,1,0,0
-0.5637941503189006,32.0,0.0,0,1024.0,0,0,1,0
-0.4270639259559633,37.5,0.0,1,1406.25,1,0,0,0
